,UID,tYear,AADT,ESAL,pTrucks,SingleTrucks,DoubleTrucks,TrainTrucks,Unnamed: 0,sYear,IntID,Rutting,IRI,PSC,PPC,PRC,Alli,Long,SR,Begin ARM,End ARM,Is Bridge,Lane Surface Type,Lane Miles,Region_x,Federal Functional Class,Construction End Date,Substantial Completion Date,Contract Type Description,Surface Type Code,Surface Type Description,Surface Thickness,Treat Base Type Code,Treat Base Type Description,Treat Base Thickness,UTreat Base Thickness,cYear,Traffic Year,ESALs,Construction Year,Major Rehab Year,Segment Lane Miles,ESALs Since Major Rehab,Total Thickness,Total Surface Thickness,Listed Surface Type,Pavement Type,Construction Pavement Type,Major Rehab Type,Prior Major Rehab Year,Prior Major Rehab Type,sfThick,Tthick,TSfThick,STcode,cumPPT,meanMinTemp,meanMaxTemp,cumESALs,cumFTC
12192,16043.0,2011,102147,697478,6.13,4413,1573,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12205,16158.0,2011,62731,454535,6.79,3074,1085,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12215,16286.0,2011,53054,475850,7.88,2785,1263,133,383536.0,2011.0,21309.0,0.332,141.0,91.0,72.0,69.0,,40.0,16.0,26.04,26.11,0.0,ACP,0.14,Olympic,Urban Other Freeway/Expressway,10/16/1992 0:00:00,10/5/1992 0:00:00,RESURFACE EXISTING RDWY,BA,ACP CLASS B AR4000W,0.15,0.0,,0.0,0.0,1992.0,2013.0,371682.0,1957.0,2012.0,0.56,912167.0,1.41,0.58,ACP,ACP,ACP,ACP,1992.0,ACP,0.15,1.41,0.58,BA,27899.7800293,0.387999988348,24.8039999008,6384051.00009,0.0
12218,16296.0,2011,66830,1199700,7.88,3509,1591,167,383558.0,2011.0,21483.0,0.123,107.7,73.0,80.0,90.0,8.0,323.0,16.0,27.03,27.13,0.0,ACP,0.23,Olympic,Urban Other Freeway/Expressway,12/13/2012 0:00:00,12/11/2012 0:00:00,RESURFACE EXISTING RDWY,B2,ACP CLASS 1/2IN PG64-22,0.15,0.0,,0.0,0.0,2012.0,2013.0,423090.0,1989.0,2012.0,0.2,2329105.0,0.17,0.17,ACP,ACP,ACP,ACP,2001.0,ACP,0.15,0.17,0.17,Other,14907.7000732,0.807272741739,25.2118181749,4320718.20035,0.0
12221,16026.0,2012,25178,306144,5.08,775,471,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12225,16043.0,2012,111864,763452,6.13,4833,1723,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12227,16057.0,2012,84708,577978,6.13,3659,1305,229,396976.0,2012.0,21302.0,0.086,100.915,100.0,81.0,94.0,,,16.0,3.12,3.24,0.0,ACP,0.36,Olympic,Urban Other Freeway/Expressway,4/21/2008 0:00:00,3/6/2007 0:00:00,RECONSTR EXISTING ALIGN,B2,ACP CLASS 1/2IN PG64-22,0.8,0.0,,0.0,0.35,2008.0,2013.0,581682.0,2007.0,2007.0,0.28,3572711.0,1.15,0.8,ACP,ACP,ACP,ACP,,,0.8,1.15,0.8,Other,6795.47998047,0.829999988277,24.2516670227,3295850.60792,71.0
12240,16158.0,2012,61922,441778,6.56,2898,1034,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12250,16286.0,2012,52683,478114,8.0,2803,1296,116,396977.0,2012.0,21309.0,0.32,137.786,52.0,72.0,70.0,,314.0,16.0,26.04,26.11,0.0,ACP,0.14,Olympic,Urban Other Freeway/Expressway,10/16/1992 0:00:00,10/5/1992 0:00:00,RESURFACE EXISTING RDWY,BA,ACP CLASS B AR4000W,0.15,0.0,,0.0,0.0,1992.0,2013.0,371682.0,1957.0,2012.0,0.56,912167.0,1.41,0.58,ACP,ACP,ACP,ACP,1992.0,ACP,0.15,1.41,0.58,BA,1695.83996582,-0.00999999977648,25.3099994659,348708.400399,0.0
12253,16296.0,2012,66349,1204318,8.0,3530,1632,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12254,16026.0,2013,25334,307969,5.08,780,474,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12258,16043.0,2013,112558,768471,6.13,4863,1733,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12260,16057.0,2013,85233,581682,6.13,3682,1313,230,411369.0,2013.0,21302.0,0.156,98.362,98.0,82.0,87.0,,9.0,16.0,3.12,3.24,0.0,ACP,0.36,Olympic,Urban Other Freeway/Expressway,4/21/2008 0:00:00,3/6/2007 0:00:00,RECONSTR EXISTING ALIGN,B2,ACP CLASS 1/2IN PG64-22,0.8,0.0,,0.0,0.35,2008.0,2013.0,581682.0,2007.0,2007.0,0.28,3572711.0,1.15,0.8,ACP,ACP,ACP,ACP,,,0.8,1.15,0.8,Other,7641.54998779,0.792857131787,24.3485717774,3877532.60792,72.0
12273,16158.0,2013,62938,369982,5.18,2171,994,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12283,16286.0,2013,53387,376078,5.61,1708,1164,123,411370.0,2013.0,21309.0,0.282,137.5,53.0,72.0,75.0,,82.0,16.0,26.04,26.11,0.0,ACP,0.14,Olympic,Urban Other Freeway/Expressway,10/16/1992 0:00:00,10/5/1992 0:00:00,RESURFACE EXISTING RDWY,BA,ACP CLASS B AR4000W,0.15,0.0,,0.0,0.0,1992.0,2013.0,371682.0,1957.0,2012.0,0.56,912167.0,1.41,0.58,ACP,ACP,ACP,ACP,1992.0,ACP,0.15,1.41,0.58,BA,2599.55993652,-0.315000002272,25.269999504,720390.400399,0.0
12286,16296.0,2013,30021,423090,5.61,961,654,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12294,16026.0,2004,8210,185493,10.2,558,271,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12296,16027.0,2004,8928,100594,10.2,607,295,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12297,16028.0,2004,8945,100959,10.2,608,295,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12298,16026.0,2005,8285,186953,10.2,563,273,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12300,16027.0,2005,9009,102255,10.2,613,297,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12301,16028.0,2005,9026,102401,10.2,614,298,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12302,16026.0,2006,8289,187464,10.2,564,274,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12304,16027.0,2006,9014,102255,10.2,613,297,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12305,16028.0,2006,9288,105175,10.2,632,307,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12306,16026.0,2007,8314,187610,10.2,565,274,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12308,16027.0,2007,9041,102401,10.2,615,298,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12309,16028.0,2007,9316,105686,10.2,633,307,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12310,16026.0,2008,8006,180894,10.2,544,264,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12312,16027.0,2008,8706,98331,10.2,592,287,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12313,16028.0,2008,8970,101105,10.2,610,296,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12314,16026.0,2009,4144,97437,11.51,363,106,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12316,16027.0,2009,8694,97145,10.94,722,212,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12317,16028.0,2009,8452,96141,10.93,692,207,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12318,16026.0,2010,4178,98240,11.51,366,107,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12320,16027.0,2010,8766,97948,10.94,728,214,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12321,16028.0,2010,8522,96579,10.93,698,209,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12324,16027.0,2011,8686,96999,10.94,721,212,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12325,16028.0,2011,8444,95776,10.93,692,207,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12328,16027.0,2012,8623,96342,10.94,716,210,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12329,16028.0,2012,8383,95338,10.93,687,205,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12332,16027.0,2013,9941,87436,7.13,415,267,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12333,16028.0,2013,9683,92017,7.89,469,268,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12381,16899.0,2004,7447,104572,10.63,480,220,92,267541.0,2004.0,21944.0,0.204,181.388,99.0,61.0,83.0,,1.0,17.0,60.17,60.22,0.0,ACP,0.05,North Central,Rural Minor Arterial,1/1/1955 0:00:00,,RECONSTR EXISTING ALIGN,SA,BST CLASS A CRS-2 PRIME,0.04,2.0,Crushed Stone,0.17,0.25,1955.0,2013.0,165755.0,1955.0,2009.0,0.09,584238.0,1.08,0.66,ACP,ACP over BST (Mixed),BST,ACP,2004.0,BST,0.04,1.08,0.66,SA,157.990005493,-5.78999996185,32.6500015259,181461.24245,41.0
12393,16298.0,2005,2212,160381,36.55,163,422,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12442,16899.0,2005,6801,124264,12.55,475,228,150,283002.0,2005.0,21944.0,0.162,183.53,55.0,60.0,87.0,,2.0,17.0,60.17,60.22,0.0,ACP,0.05,North Central,Rural Minor Arterial,1/1/1955 0:00:00,,RECONSTR EXISTING ALIGN,SA,BST CLASS A CRS-2 PRIME,0.04,2.0,Crushed Stone,0.17,0.25,1955.0,2013.0,165755.0,1955.0,2009.0,0.09,584238.0,1.08,0.66,ACP,ACP over BST (Mixed),BST,ACP,2004.0,BST,0.04,1.08,0.66,SA,381.970001221,-6.46499991417,32.3500003815,361948.835573,56.0
12449,16980.0,2005,4809,221135,22.19,297,340,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12455,16298.0,2006,2285,165290,36.55,168,436,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12506,16899.0,2006,6844,125414,12.55,478,229,151,298200.0,2006.0,21944.0,0.159,167.545,97.0,65.0,87.0,,,17.0,60.17,60.22,0.0,ACP,0.05,North Central,Rural Minor Arterial,1/1/1955 0:00:00,,RECONSTR EXISTING ALIGN,SA,BST CLASS A CRS-2 PRIME,0.04,2.0,Crushed Stone,0.17,0.25,1955.0,2013.0,165755.0,1955.0,2009.0,0.09,584238.0,1.08,0.66,ACP,ACP over BST (Mixed),BST,ACP,2004.0,BST,0.04,1.08,0.66,SA,640.559997559,-6.28999996185,32.7733332316,544105.188388,71.0
12513,16980.0,2006,4842,222924,22.19,299,342,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12519,16298.0,2007,2183,125031,32.0,185,384,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12569,16899.0,2007,6956,127367,12.55,486,233,154,314196.0,2007.0,21944.0,0.163,161.837,78.0,66.0,87.0,,102.9,17.0,60.17,60.22,0.0,ACP,0.05,North Central,Rural Minor Arterial,1/1/1955 0:00:00,,RECONSTR EXISTING ALIGN,SA,BST CLASS A CRS-2 PRIME,0.04,2.0,Crushed Stone,0.17,0.25,1955.0,2013.0,165755.0,1955.0,2009.0,0.09,584238.0,1.08,0.66,ACP,ACP over BST (Mixed),BST,ACP,2004.0,BST,0.04,1.08,0.66,SA,784.380004883,-6.53999996185,32.8774995804,728930.105503,102.0
12576,16980.0,2007,4090,187847,22.19,253,289,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12582,16298.0,2008,2217,127057,32.0,188,390,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12620,16761.0,2008,14209,180310,9.4,699,540,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12633,16899.0,2008,8096,121873,12.45,653,287,68,330739.0,2008.0,21944.0,0.234,251.44,95.0,41.0,80.0,,13.0,17.0,60.17,60.22,0.0,ACP,0.05,North Central,Rural Minor Arterial,1/1/1955 0:00:00,,RECONSTR EXISTING ALIGN,SA,BST CLASS A CRS-2 PRIME,0.04,2.0,Crushed Stone,0.17,0.25,1955.0,2013.0,165755.0,1955.0,2009.0,0.09,584238.0,1.08,0.66,ACP,ACP over BST (Mixed),BST,ACP,2004.0,BST,0.04,1.08,0.66,SA,867.900001526,-7.32799987792,32.6259998322,904539.523692,35.0
12640,16980.0,2008,4601,139120,21.28,473,417,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12646,16298.0,2009,2285,130962,32.0,193,401,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12678,16761.0,2009,14489,183650,9.4,713,551,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12691,16899.0,2009,8372,125943,12.45,675,297,70,348314.0,2009.0,21944.0,0.21,257.38,64.0,39.0,82.0,,234.0,17.0,60.17,60.22,0.0,ACP,0.05,North Central,Rural Minor Arterial,1/1/1955 0:00:00,,RECONSTR EXISTING ALIGN,SA,BST CLASS A CRS-2 PRIME,0.04,2.0,Crushed Stone,0.17,0.25,1955.0,2013.0,165755.0,1955.0,2009.0,0.09,584238.0,1.08,0.66,ACP,ACP over BST (Mixed),BST,ACP,2004.0,BST,0.04,1.08,0.66,SA,147.830001831,-8.14000034332,32.7900009155,181598.987206,61.0
12699,16980.0,2009,4778,144631,21.28,491,433,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12705,16298.0,2010,2507,135378,30.96,222,423,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12736,16761.0,2010,14045,178485,9.4,691,534,96,366820.0,2010.0,22886.0,0.267,94.45,89.0,83.0,76.0,,,17.0,46.36,46.46,0.0,ACP,0.2,North Central,Urban Other Freeway/Expressway,5/30/2008 0:00:00,11/21/2007 0:00:00,RECONSTR EXISTING ALIGN,H2,ACP CLASS 1/2IN PG70-28,0.7,0.0,,0.0,0.7,2008.0,2013.0,141565.0,2007.0,2007.0,0.08,970383.0,1.4,0.7,ACP,ACP,ACP,ACP,,,0.7,1.4,0.7,Other,691.160003662,-7.09749990701,31.6450004578,535555.129794,129.0
12746,16899.0,2010,8516,120030,12.32,719,276,55,366573.0,2010.0,21944.0,0.095,132.0,100.0,74.0,93.0,,,17.0,60.17,60.22,0.0,ACP,0.05,North Central,Rural Minor Arterial,1/1/1955 0:00:00,,RECONSTR EXISTING ALIGN,SA,BST CLASS A CRS-2 PRIME,0.04,2.0,Crushed Stone,0.17,0.25,1955.0,2013.0,165755.0,1955.0,2009.0,0.09,584238.0,1.08,0.66,ACP,ACP over BST (Mixed),BST,ACP,2004.0,BST,0.04,1.08,0.66,SA,437.909988403,-6.38500022888,31.9850006103,365736.097936,83.0
12754,16980.0,2010,4896,148336,21.28,503,444,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12760,16298.0,2011,2514,135744,30.96,223,424,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12800,16899.0,2011,8534,120176,12.32,720,277,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12806,16980.0,2011,4501,66594,9.98,197,206,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12812,16298.0,2012,2488,134229,30.96,221,419,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12852,16899.0,2012,8351,117913,12.32,705,271,53,397074.0,2012.0,21944.0,0.111,176.0,90.0,62.0,92.0,,,17.0,60.17,60.22,0.0,ACP,0.05,North Central,Rural Minor Arterial,1/1/1955 0:00:00,,RECONSTR EXISTING ALIGN,SA,BST CLASS A CRS-2 PRIME,0.04,2.0,Crushed Stone,0.17,0.25,1955.0,2013.0,165755.0,1955.0,2009.0,0.09,584238.0,1.08,0.66,ACP,ACP over BST (Mixed),BST,ACP,2004.0,BST,0.04,1.08,0.66,SA,846.859985351,-6.49000012875,32.0450000763,727005.187075,131.0
12858,16980.0,2012,4438,66083,9.98,194,203,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12864,16298.0,2013,2579,107985,22.72,119,365,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12908,16899.0,2013,8132,114866,12.32,686,263,52,411453.0,2013.0,21944.0,0.132,172.0,94.0,63.0,90.0,,,17.0,60.17,60.22,0.0,ACP,0.05,North Central,Rural Minor Arterial,1/1/1955 0:00:00,,RECONSTR EXISTING ALIGN,SA,BST CLASS A CRS-2 PRIME,0.04,2.0,Crushed Stone,0.17,0.25,1955.0,2013.0,165755.0,1955.0,2009.0,0.09,584238.0,1.08,0.66,ACP,ACP over BST (Mixed),BST,ACP,2004.0,BST,0.04,1.08,0.66,SA,1011.46998596,-6.88400011063,32.4279998779,892760.187075,143.0
12914,16980.0,2013,4638,68766,9.98,203,212,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13055,17948.0,2004,14066,367646,17.78,1100,1172,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13058,17673.0,2005,85068,1493525,12.73,5538,4390,902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13076,17948.0,2005,15029,413527,18.4,1145,1369,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13079,17673.0,2006,87220,1456314,12.47,5852,4204,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13099,17948.0,2006,16297,443822,18.31,1245,1481,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13102,17673.0,2007,90325,1542308,12.78,6160,4579,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13122,17948.0,2007,17399,473314,18.31,1329,1582,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13125,17673.0,2008,86215,1377912,11.92,5449,4104,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13145,17948.0,2008,16427,439971,17.75,1152,1516,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13148,17673.0,2009,94348,1418718,11.5,5812,4491,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13168,17948.0,2009,18101,452180,16.77,1198,1624,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13171,17673.0,2010,93669,1442188,11.68,5676,4777,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13191,17948.0,2010,18597,468624,17.12,1222,1806,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13194,17673.0,2011,93294,1423810,11.48,5458,4767,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13214,17948.0,2011,18485,488717,17.74,1226,1876,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13217,17673.0,2012,95776,1461150,11.48,5603,4894,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13237,17948.0,2012,18507,497915,18.04,1242,1919,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13240,17673.0,2013,62536,855815,9.35,2345,3171,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13261,17948.0,2013,19703,488133,15.54,879,1998,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13267,18055.0,2004,10006,152570,12.49,830,308,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13276,18055.0,2005,9123,139010,12.49,757,281,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13285,18055.0,2006,9828,149814,12.49,816,303,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13294,18055.0,2007,9918,151128,12.49,823,305,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13298,17950.0,2008,5555,80044,11.55,393,205,43,331116.0,2008.0,23645.0,0.128,86.25,100.0,85.0,90.0,,,19.0,0.05,0.15,0.0,ACP,0.2,Olympic,Rural Minor Arterial,8/15/2005 0:00:00,7/12/2005 0:00:00,NEW CONSTR OR ALIGN CHG,A2,ACP CLASS 1/2IN PG58-22,0.4,0.0,,0.0,0.8,2005.0,2013.0,93531.0,1992.0,2006.0,0.06,630205.0,1.0,0.6,ACP,ACP,ACP,ACP,1997.0,ACP,0.4,1.0,0.6,Other,2059.73999023,-0.600000003974,23.4733333587,306169.042565,0.0
13304,18055.0,2008,9768,130433,11.32,747,285,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13308,17950.0,2009,5788,83676,11.55,410,214,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13314,18055.0,2009,10177,135452,11.32,779,297,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13318,17950.0,2010,5854,84333,11.55,414,216,46,367085.0,2010.0,23645.0,0.155,86.0,97.0,85.0,87.0,,9.0,19.0,0.05,0.15,0.0,ACP,0.2,Olympic,Rural Minor Arterial,8/15/2005 0:00:00,7/12/2005 0:00:00,NEW CONSTR OR ALIGN CHG,A2,ACP CLASS 1/2IN PG58-22,0.4,0.0,,0.0,0.8,2005.0,2013.0,93531.0,1992.0,2006.0,0.06,630205.0,1.0,0.6,ACP,ACP,ACP,ACP,1997.0,ACP,0.4,1.0,0.6,Other,3811.56994629,-0.397999989986,23.7659999847,512543.890842,0.0
13324,18055.0,2010,10293,137185,11.32,787,301,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13333,18055.0,2011,9896,131528,11.32,757,289,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13341,18055.0,2012,9769,130433,11.32,747,285,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13349,18055.0,2013,10077,134138,11.32,771,294,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13353,18091.0,2004,4801,71704,12.8,425,143,47,268137.0,2004.0,25078.0,0.129,168.288,68.0,64.0,90.0,77.0,122.0,20.0,0.07,0.17,0.0,ACP,0.2,Olympic,Rural Other Principal Arterial,8/10/1987 0:00:00,,RECONSTR EXISTING ALIGN,BA,ACP CLASS B AR4000W,0.35,2.0,Crushed Stone,0.3,0.7,1987.0,2013.0,53728.0,1987.0,2006.0,0.06,452716.0,1.5,0.5,ACP,ACP,ACP,ACP,1987.0,ACP,0.35,1.5,0.5,BA,11725.0900879,0.130555558536,22.8233335283,1019397.8886,25.0
13360,18205.0,2004,14653,140178,8.17,813,306,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13362,18209.0,2004,13341,127111,8.17,740,279,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13363,18210.0,2004,12369,118242,8.17,686,259,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13369,18091.0,2005,4727,70755,12.8,419,140,46,283643.0,2005.0,25078.0,0.245,155.17,58.0,68.0,78.0,133.0,83.8,20.0,0.07,0.17,0.0,ACP,0.2,Olympic,Rural Other Principal Arterial,8/10/1987 0:00:00,,RECONSTR EXISTING ALIGN,BA,ACP CLASS B AR4000W,0.35,2.0,Crushed Stone,0.3,0.7,1987.0,2013.0,53728.0,1987.0,2006.0,0.06,452716.0,1.5,0.5,ACP,ACP,ACP,ACP,1987.0,ACP,0.35,1.5,0.5,BA,12350.5800781,0.102631581457,22.8636844033,1077901.32683,0.0
13376,18205.0,2005,14764,127075,7.31,712,310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
